Date Scan;Outil;Cible;ID Vulnérabilité (CVE);Titre / Package;Sévérité;Description
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2010-4756;libc6;NEGLIGIBLE;The glob implementation in the GNU C Library (aka glibc or libc6) allows remote authenticated users ...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2019-1010023;libc-bin;NEGLIGIBLE;GNU Libc current is affected by: Re-mapping current loaded library with malicious ELF file. The impa...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2019-1010023;libc6;NEGLIGIBLE;GNU Libc current is affected by: Re-mapping current loaded library with malicious ELF file. The impa...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2021-45346;libsqlite3-0;NEGLIGIBLE;A Memory Leak vulnerability exists in SQLite Project SQLite3 3.35.1 and 3.37.0 via maliciously craft...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2024-26458;libgssapi-krb5-2;NEGLIGIBLE;Kerberos 5 (aka krb5) 1.21.2 contains a memory leak in /krb5/src/lib/rpc/pmap_rmt.c....
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2024-26458;libk5crypto3;NEGLIGIBLE;Kerberos 5 (aka krb5) 1.21.2 contains a memory leak in /krb5/src/lib/rpc/pmap_rmt.c....
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2024-26458;libkrb5-3;NEGLIGIBLE;Kerberos 5 (aka krb5) 1.21.2 contains a memory leak in /krb5/src/lib/rpc/pmap_rmt.c....
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2024-26458;libkrb5support0;NEGLIGIBLE;Kerberos 5 (aka krb5) 1.21.2 contains a memory leak in /krb5/src/lib/rpc/pmap_rmt.c....
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2020-15719;libldap2;NEGLIGIBLE;libldap in certain third-party OpenLDAP packages has a certificate-validation flaw when the third-pa...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2023-31437;libsystemd0;NEGLIGIBLE;An issue was discovered in systemd 253. An attacker can modify a sealed log file such that, in some ...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2023-31437;libudev1;NEGLIGIBLE;An issue was discovered in systemd 253. An attacker can modify a sealed log file such that, in some ...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2011-4116;perl-base;NEGLIGIBLE;_is_safe in the File::Temp module for Perl does not properly handle symlinks....
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2017-14159;libldap2;NEGLIGIBLE;slapd in OpenLDAP 2.4.45 and earlier creates a PID file after dropping privileges to a non-root acco...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2007-5686;login.defs;NEGLIGIBLE;initscripts in rPath Linux 1 sets insecure permissions for the /var/log/btmp file, which allows loca...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2007-5686;passwd;NEGLIGIBLE;initscripts in rPath Linux 1 sets insecure permissions for the /var/log/btmp file, which allows loca...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2019-1010022;libc-bin;NEGLIGIBLE;GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may bypass stack guard p...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2019-1010022;libc6;NEGLIGIBLE;GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may bypass stack guard p...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2023-31438;libsystemd0;NEGLIGIBLE;An issue was discovered in systemd 253. An attacker can truncate a sealed log file and then resume l...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2023-31438;libudev1;NEGLIGIBLE;An issue was discovered in systemd 253. An attacker can truncate a sealed log file and then resume l...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2025-5278;coreutils;NEGLIGIBLE;A flaw was found in GNU Coreutils. The sort utility's begfield() function is vulnerable to a heap bu...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2023-31439;libsystemd0;NEGLIGIBLE;An issue was discovered in systemd 253. An attacker can modify the contents of past events in a seal...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2023-31439;libudev1;NEGLIGIBLE;An issue was discovered in systemd 253. An attacker can modify the contents of past events in a seal...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2021-4214;libpng16-16t64;NEGLIGIBLE;A heap overflow flaw was found in libpngs' pngimage.c program. This flaw allows an attacker with loc...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2025-15224;curl;NEGLIGIBLE;When doing SSH-based transfers using either SCP or SFTP, and asked to do public key authentication, ...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2025-15224;libcurl4t64;NEGLIGIBLE;When doing SSH-based transfers using either SCP or SFTP, and asked to do public key authentication, ...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2024-26461;libgssapi-krb5-2;NEGLIGIBLE;Kerberos 5 (aka krb5) 1.21.2 contains a memory leak vulnerability in /krb5/src/lib/gssapi/krb5/k5sea...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2024-26461;libk5crypto3;NEGLIGIBLE;Kerberos 5 (aka krb5) 1.21.2 contains a memory leak vulnerability in /krb5/src/lib/gssapi/krb5/k5sea...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2024-26461;libkrb5-3;NEGLIGIBLE;Kerberos 5 (aka krb5) 1.21.2 contains a memory leak vulnerability in /krb5/src/lib/gssapi/krb5/k5sea...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2024-26461;libkrb5support0;NEGLIGIBLE;Kerberos 5 (aka krb5) 1.21.2 contains a memory leak vulnerability in /krb5/src/lib/gssapi/krb5/k5sea...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2025-8177;libtiff6;NEGLIGIBLE;A vulnerability was found in LibTIFF up to 4.7.0. It has been rated as critical. This issue affects ...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2025-8176;libtiff6;NEGLIGIBLE;A vulnerability was found in LibTIFF up to 4.7.0. It has been declared as critical. This vulnerabili...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2017-18018;coreutils;NEGLIGIBLE;In GNU Coreutils through 8.29, chown-core.c in chown and chgrp does not prevent replacement of a pla...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2025-70873;libsqlite3-0;NEGLIGIBLE;An information disclosure issue in the zipfileInflate function in the zipfile extension in SQLite v3...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2022-1210;libtiff6;NEGLIGIBLE;A vulnerability classified as problematic was found in LibTIFF 4.3.0. Affected by this vulnerability...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2025-8534;libtiff6;NEGLIGIBLE;A vulnerability classified as problematic was found in libtiff 4.6.0. This vulnerability affects the...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2025-15079;curl;NEGLIGIBLE;When doing SSH-based transfers using either SCP or SFTP, and setting the known_hosts file, libcurl c...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2025-15079;libcurl4t64;NEGLIGIBLE;When doing SSH-based transfers using either SCP or SFTP, and setting the known_hosts file, libcurl c...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2013-4392;libsystemd0;NEGLIGIBLE;systemd, when updating file permissions, allows local users to change the permissions and SELinux se...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2013-4392;libudev1;NEGLIGIBLE;systemd, when updating file permissions, allows local users to change the permissions and SELinux se...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2025-61144;libtiff6;NEGLIGIBLE;libtiff up to v4.7.1 was discovered to contain a stack overflow via the readSeparateStripsIntoBuffer...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2026-22185;libldap2;NEGLIGIBLE;OpenLDAP Lightning Memory-Mapped Database (LMDB) versions up to and including 0.9.14, prior to commi...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2025-10966;curl;NEGLIGIBLE;curl's code for managing SSH connections when SFTP was done using the wolfSSH powered backend was fl...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2025-10966;libcurl4t64;NEGLIGIBLE;curl's code for managing SSH connections when SFTP was done using the wolfSSH powered backend was fl...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2022-0563;bsdutils;NEGLIGIBLE;A flaw was found in the util-linux chfn and chsh utilities when compiled with Readline support. The ...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2022-0563;libblkid1;NEGLIGIBLE;A flaw was found in the util-linux chfn and chsh utilities when compiled with Readline support. The ...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2022-0563;liblastlog2-2;NEGLIGIBLE;A flaw was found in the util-linux chfn and chsh utilities when compiled with Readline support. The ...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2022-0563;libmount1;NEGLIGIBLE;A flaw was found in the util-linux chfn and chsh utilities when compiled with Readline support. The ...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2022-0563;libsmartcols1;NEGLIGIBLE;A flaw was found in the util-linux chfn and chsh utilities when compiled with Readline support. The ...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2022-0563;libuuid1;NEGLIGIBLE;A flaw was found in the util-linux chfn and chsh utilities when compiled with Readline support. The ...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2022-0563;login;NEGLIGIBLE;A flaw was found in the util-linux chfn and chsh utilities when compiled with Readline support. The ...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2022-0563;mount;NEGLIGIBLE;A flaw was found in the util-linux chfn and chsh utilities when compiled with Readline support. The ...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2022-0563;util-linux;NEGLIGIBLE;A flaw was found in the util-linux chfn and chsh utilities when compiled with Readline support. The ...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2025-8732;libxml2;NEGLIGIBLE;A vulnerability was found in libxml2 up to 2.14.5. It has been declared as problematic. This vulnera...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2025-61147;libde265-0;NEGLIGIBLE;strukturag libde265 commit d9fea9d wa discovered to contain a segmentation fault via the component d...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2026-3713;libpng16-16t64;NEGLIGIBLE;A flaw has been found in pnggroup libpng up to 1.6.55. Affected by this vulnerability is the functio...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2026-3949;libheif-plugin-dav1d;NEGLIGIBLE;A vulnerability was determined in strukturag libheif up to 1.21.2. This affects the function vvdec_p...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2026-3949;libheif-plugin-libde265;NEGLIGIBLE;A vulnerability was determined in strukturag libheif up to 1.21.2. This affects the function vvdec_p...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2026-3949;libheif1;NEGLIGIBLE;A vulnerability was determined in strukturag libheif up to 1.21.2. This affects the function vvdec_p...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2025-61143;libtiff6;NEGLIGIBLE;libtiff up to v4.7.1 was discovered to contain a NULL pointer dereference via the component libtiff/...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2025-61145;libtiff6;NEGLIGIBLE;libtiff up to v4.7.1 was discovered to contain a double free via the component tools/tiffcrop.c....
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2026-1757;libxml2;NEGLIGIBLE;A flaw was identified in the interactive shell of the xmllint utility, part of the libxml2 project, ...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2025-14104;bsdutils;NEGLIGIBLE;A flaw was found in util-linux. This vulnerability allows a heap buffer overread when processing 256...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2025-14104;libblkid1;NEGLIGIBLE;A flaw was found in util-linux. This vulnerability allows a heap buffer overread when processing 256...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2025-14104;liblastlog2-2;NEGLIGIBLE;A flaw was found in util-linux. This vulnerability allows a heap buffer overread when processing 256...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2025-14104;libmount1;NEGLIGIBLE;A flaw was found in util-linux. This vulnerability allows a heap buffer overread when processing 256...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2025-14104;libsmartcols1;NEGLIGIBLE;A flaw was found in util-linux. This vulnerability allows a heap buffer overread when processing 256...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2025-14104;libuuid1;NEGLIGIBLE;A flaw was found in util-linux. This vulnerability allows a heap buffer overread when processing 256...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2025-14104;login;NEGLIGIBLE;A flaw was found in util-linux. This vulnerability allows a heap buffer overread when processing 256...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2025-14104;mount;NEGLIGIBLE;A flaw was found in util-linux. This vulnerability allows a heap buffer overread when processing 256...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2025-14104;util-linux;NEGLIGIBLE;A flaw was found in util-linux. This vulnerability allows a heap buffer overread when processing 256...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2025-14017;curl;NEGLIGIBLE;When doing multi-threaded LDAPS transfers (LDAP over TLS) with libcurl, changing TLS options in one ...
2026-06-01 08:28:06;GRYPE;nginx:latest;CVE-2025-14017;libcurl4t64;NEGLIGIBLE;When doing multi-threaded LDAPS transfers (LDAP over TLS) with libcurl, changing TLS options in one ...
